[2025-11-18 09:11:50] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-11-17
正在获取论文...
[arXiv] 2025-11-17 | Segment Anything Across Shots: A Method and Benchmark
[NO] 1519/1881 | A Monolithic SiGe Electronic-Path With CMRR-Enhanced Active Balun-Based Phase Shifter for Parity-Time Symmetric Optoelectronic Oscillator
[NO] 1520/1881 | Reinventing EDHOC for the Post-Quantum Era
[NO] 1521/1881 | A Novel Blockchain-Integrated Deep Learning Approach for Smart Grid Energy Transactions
[NO] 1522/1881 | Detection of Advanced Persistent Threat Attacks with Optimized Deep Learning Framework
[NO] 1523/1881 | ADeep Learning-Based RNN Framework for Malware Hunting in IoT Environments
[NO] 1524/1881 | Robust Distributed Information-Sharing Algorithms for Mitigating Wireless Link Impairments_supp1-3633045.pdf
[NO] 1525/1881 | DREWM: A Decision-Refined World Model for End-to-End Autonomous Driving
[NO] 1526/1881 | Evidence Maximization-Based Low-Complexity Channel Estimation for OTFS Systems with Doubly-Fractional Effects
[NO] 1527/1881 | MDANet: A Mamba-driven Domain Adaptation Network for Cropland Change Detection
[NO] 1528/1881 | A method of multi-path enhanced convolutional sparse representation for planetary gearbox
[NO] 1529/1881 | Proceeding
[NO] 1530/1881 | Magnetically Induced Skin Stretch Enhances Proprioceptive Feedback in Prosthetics_supp4-3633082.mp4
[NO] 1531/1881 | EGRESS: A Methodology for Eliciting Goals for Requirements Engineering of Secure Systems
[NO] 1532/1881 | DPCA-Net: Dual-Prototype Consistency Alignment Network for Robust Multimodal Few-shot Action Recognition
[NO] 1533/1881 | HG-SFDA: HyperGraph Learning Meets Source-free Unsupervised Domain Adaptation
[NO] 1534/1881 | Point Evolution Hierarchy Network for Weak Single-point Human Parsing
[NO] 1535/1881 | Large Language Model-Based Framework for Explainable Cyberattack Detection in Automatic Generation Control Systems
[NO] 1536/1881 | Accelerating CRYSTALS-Kyber and Dilithium via a Single Montgomery Reduction ISE on RISC-V
[NO] 1537/1881 | Autism Detection and Child Development Tracking System
[NO] 1538/1881 | The Intersection of Artificial Intelligence and Human Creativity: Can Machines Truly Understand and Replicate Artistic Expression?
[NO] 1539/1881 | AI-driven Energy Efficiency Analysis of real-world data in Wireless Cellular Networks
[NO] 1540/1881 | Beyond Red Flags: The Role of Artificial Intelligence in Enhancing Financial Fraud Detection
[NO] 1541/1881 | Machine Learning Based DDoS Defense to Detect Stealthy Attack Networks
[NO] 1542/1881 | Pharmaceutical Automation: Leveraging Robotics and AI for Future Innovations
[NO] 1543/1881 | A Novel Magic Square Enhanced One-Time Array Adjustment for Enhanced Power Performance under different Shading Conditions
[NO] 1544/1881 | Comparative Study of Mobilenet and Densenet for Chest CT Scan-Based Lung Cancer Image Classification
[NO] 1545/1881 | Smart Vehicle Tracking System Using GPS and IoT for Real-Time Monitoring and Alerts
[NO] 1546/1881 | Combining SSA Optimization with a Hybrid CBA-XGB Framework for Short-Term Load Forecasting
[NO] 1547/1881 | Auto Tunning PI Controller with Reinforcement Learning Applied to Continuous Microalgae Culture
[NO] 1548/1881 | A Robust, Fully Integrated $30.5-33.2 \text{GHz}$ and $34.3-36.8 \text{GHz}$ Frequency Synthesizer in SiGe-BiCMOS for Space Applications
[NO] 1549/1881 | Impact of photovoltaic technologies on optimal sizing of PV system
[NO] 1550/1881 | Deepfake Technology in India: Challenges, Misuse Trends, and Policy Recommendations
[NO] 1551/1881 | Enhancing Pavement Crack Classification with Bidirectional Cascaded Neural Networks
[NO] 1552/1881 | ReAD: ReRAM-Based Computing-In-Memory Design and Optimization by AC-DC Mixed Signal
[NO] 1553/1881 | Features and Applications of Floating-Point FPGAs
[NO] 1554/1881 | Ransomware Threat Detection Using Machine Learning Techniques
[NO] 1555/1881 | Modelling and Simulation of a Quadruplex Coil PMSM Drive for Position Control System of Launch Vehicles
[NO] 1556/1881 | Machine Learning-Based Obesity Prediction Using Behavioural, and Lifestyle Factors
[NO] 1557/1881 | Optimization of Goods Delivery Forecasting Using GRU and LSTM Algorithms with Attention Mechanism
[NO] 1558/1881 | Clinical Voice Data Collection and Analysis for Parkinson’s Disease Diagnosis
[NO] 1559/1881 | Model Predictive Path Tracking with Dynamic Obstacle Avoidance for Mobile Robots
[NO] 1560/1881 | Adversarial and Backdoor Threats in Autonomous-Vehicle and Embodied-AI Systems
[NO] 1561/1881 | Leveraging AI for Improved Performance in Quick Commerce Retail
[NO] 1562/1881 | In-Silico Based Teratogenicity Prediction of $\beta$-Lactam Antibiotics Using 1D-CNN by Simulated Annealing
[NO] 1563/1881 | A Power-Efficient Analog Integrated Neural Network for Multiple Sclerosis Disease Detection
[NO] 1564/1881 | Stochastic Planning of a Campus Microgrid Considering Practical CHP and Market Constraints
[NO] 1565/1881 | A Fast Volumetric Capture and Reconstruction Pipeline for Dynamic Point Clouds and Gaussian Splats
[NO] 1566/1881 | TerraSegNet: Bilateral Axial Attention Network for Remote Sensing Image Segmentation in Diverse Environmental Monitoring Applications
[NO] 1567/1881 | TORM: Transparent Objects Reconstruction and Manipulation With Multi-View Segmentation_supp1-3632680.mp4
[NO] 1568/1881 | A Compute-in-Memory Decoding Architecture for Posit-to-Floating-Point Conversion
[NO] 1569/1881 | Multimodal Deep Feature Fusion Network-Assisted Optimization of Microstrip Antenna Geometry Design
[NO] 1570/1881 | Recognizing Human Postures Using Two Versions of Dedicated Transformer Network
[NO] 1571/1881 | Uniform Mechanical Loading Can Test for Nonuniform Loading Durability
[NO] 1572/1881 | Turnkey Automated Design of Handset Antenna Systems for Enhanced Cellular and SATCOM Performance Based on Internal Multiport Method
[NO] 1573/1881 | A Quadrotor with a New 3-DOF Hybrid Manipulator for Pipeline Maintenance: Design, Modeling, and Task-Space Control
[NO] 1574/1881 | Implicit Neural Representations for Codebook Configuration in RIS-aided Communication Systems
[NO] 1575/1881 | H-plane Bent Horn Antenna-Integrated Handheld Probe for Compact Dual-Modality Thermoacoustic/Photoacoustic Imaging
[NO] 1576/1881 | SOCC 2025 Breaker Page
[NO] 1577/1881 | SOCC 2025 Commentary
[NO] 1578/1881 | WCONF 2025 Conference Schedule
[NO] 1579/1881 | Efficient Power and Resource Allocation for NOMA-Enabled V2X Communication Networks
[NO] 1580/1881 | A Noise Reduction Method for Shipborne Atom Gravimeter Based on SVMD-SdrSampEn
[NO] 1581/1881 | Quantitative Gait Analytics Reveal Atrial Fibrillation-Specific Patterns in Balance and Mobility: Implications for Fall Prevention
[NO] 1582/1881 | Magnetic noise analysis and suppression of nanocrystalline spindle-shaped magnetic shielding cylinder
[NO] 1583/1881 | A Multi-View Multi-Timescale Hypergraph-Empowered Spatiotemporal Framework for EV Charging Forecasting
[NO] 1584/1881 | BiConformer: EEG-Based Cognitive Load Assessment Using a Bidirectional Convolutional Transformer Network
[NO] 1585/1881 | Joint Computation Offloading and Server Deployment for Secure Multi-UAV MEC Networks: A Hierarchical Interactive Learning Approach
[NO] 1586/1881 | Fed-Reputed: Reputation-Aware Client Selection in Hierarchical Federated Learning for Consumer Electronics
[YES] 1587/1881 | Synthetic Malware at Scale: Malicious Code Generation with Code Transplanting
[NO] 1588/1881 | Integrated Spatiotemporal Multiscale-Multiphysics-Uncertainty Simulation for Controlling Variability in RRAM Devices_supp2-3633067.pdf
[NO] 1589/1881 | EPEC 2025 Welcome
[NO] 1590/1881 | Fast 3D Partial Boundary Data EIT Reconstructions using Direct Inversion CGO-based Methods
[NO] 1591/1881 | The Small World Web of AI
[NO] 1592/1881 | Reimagining Extended Reality (XR) Innovation: A Critical Study of the Finnish Ecosystem
[NO] 1593/1881 | Performance Exploration of High Gain Antenna for Terahertz Applications
[NO] 1594/1881 | Analysis and Detection of Autism Spectrum Disorder Using Deep Learning Techniques
[NO] 1595/1881 | Numerical Methods for Generating I-V Curves for Solar Cells while Considering the Three-Diode Model
[NO] 1596/1881 | Memristor Differential Pair Ternary Weight Neural (TWN) Network Architecture
[YES] 1597/1881 | A Deep Learning Framework for Verilog Autocompletion Towards Design and Verification Automation
[NO] 1598/1881 | Computer-Aided Detection of Milia Skin Condition in Infants from Dermoscopic Image Using Pre-Trained CNN
[NO] 1599/1881 | Vehicular to Vehicular Communications-Based Low-Profile Antenna Array
[NO] 1600/1881 | Brain Disease Detection Using Image Processing and Machine Learning: A Review
[NO] 1601/1881 | A Novel Multidimensional Approach for Enhancing Aromatic and Medicinal Plant Classification Using Texture and Chemical Composition Features with Deep Learning
[NO] 1602/1881 | Performance Analysis of Machine Learning Algorithms for Predicting Cryptocurrency Trends
[NO] 1603/1881 | Design and Comparative analysis of High-Frequency Multiplying Delay Locked Loop (MDLL) with Phase Detector Comparisons
[NO] 1604/1881 | A Novel Layout-Circuit Co-Design Framework for Radiation Hardening in Nanoscale Technology
[NO] 1605/1881 | An Enhanced Multimodal Sentiment Analysis Model Based on Capsule and GRU Deep Neural Network for Predicting Consumer Purchase Behavior Pattern
[NO] 1606/1881 | Leveraging Machine Learning Techniques for Proactive Regulatory (RegTech) Compliance in Financial Landscape
[NO] 1607/1881 | Integrated Electroforming of Memristor Cells in Crossbar Arrays
[NO] 1608/1881 | A Highly Reliable Radiation-Aware SRAM Design for Aerospace Applications
[NO] 1609/1881 | Development of AI-Powered Exoskeletons for Mobility Impaired Patients
[NO] 1610/1881 | A New Control Strategy for Three-Phase Inverters with Maximum Power Injection Under anUnbalanced or Two-Phase Grid
[NO] 1611/1881 | Thermal-EXAMINER: IP Extraction from MAGIC Logic-in-Memory Using Thermal Side-Channel Attacks
[NO] 1612/1881 | An AI-based Energy Management System For The Grid Integration of Energy Storage and Hybrid Devices
[NO] 1613/1881 | $300 \text{mV}-V_{D D}$, nw-Power, ST-DIGOTA Using I/O Devices in FinFET Technology
[NO] 1614/1881 | Modified Energy Management System for Virtual Power Plant Applications
[NO] 1615/1881 | AI-Driven Predictive Analytics for Optimizing Organ Donation Matching
[YES] 1616/1881 | Hardware-Software Co-Design for Efficient LLM Inference on PCIe-Based FPGAs Using Coarse-Grained Systolic Arrays
[NO] 1617/1881 | Optimized Renewable Energy Integration for EV Charging with Boost Integrated Luo Converter and SALP Swarm ANN MPPT Control
[NO] 1618/1881 | Fuzzy Segmentations Fusion for Skin-line Detection in Mammographic Images
[NO] 1619/1881 | Kidney and Kidney Tumor Segmentation from 3D CT Scan Using SAM-2 Model
[NO] 1620/1881 | Adaptive AI Systems for Real- Time Vital Sign Monitoring
[NO] 1621/1881 | Research on Data Cleaning Techniques in Power Data Quality Monitoring
[NO] 1622/1881 | Exploring Blackhole Attacks and Security Countermeasures by Using RPL in Wireless Sensor Networks
[NO] 1623/1881 | LLM-as-a-Judge for Privacy Evaluation? Exploring the Alignment of Human and LLM Perceptions of Privacy in Textual Data
[NO] 1624/1881 | Technical Program Committee
[NO] 1625/1881 | Advisory Committee
[NO] 1626/1881 | Dual-Timescale Caching and Offloading Optimization for Semantic Edge Computing
[NO] 1627/1881 | A Novel Phase Calibration Method for Airborne P-, L-, and S-band SAR Tomography Based on Weighted Phase Gradient Autofocus
[NO] 1628/1881 | Transparent Lifting Assistance Strategy for Arm Exoskeletons Using an Adaptive Torque Controller_supp1-3616399.pdf
[NO] 1629/1881 | Improve Dynamic Voltage Build-Up Control Based on Power Boundary Analysis for PM-A Reluctance Starter/Generator in MEA
[NO] 1630/1881 | IEEE Network Publication Information
[NO] 1631/1881 | Near-Field Communications: Challenges and Opportunities in the Networking Landscape
[NO] 1632/1881 | Ruggedized Embedded Ultrasound Sensing in Harsh Conditions: eRTIS in the wild
[NO] 1633/1881 | Integrated Spatiotemporal Multiscale-Multiphysics-Uncertainty Simulation for Controlling Variability in RRAM Devices_supp1-3633067.pdf
[NO] 1634/1881 | Human-Robot Shared Control Strategy Based on Operator Intent Prediction with Bayesian Filtering
[NO] 1635/1881 | FastPillars: A Deployment-friendly Pillar-based 3D Detector
[NO] 1636/1881 | Learning Invariant Grasping Features via Scene Prototypes and Structure Priors in Robotic Manipulation_supp1-3630002.mp4
[NO] 1637/1881 | Data-Driven Power Flow Linearization via Hybrid Regression and Classification for Accurately Enforcing Network Constraints
[YES] 1638/1881 | A Maintainability Framework to Ensure the Software Quality in Object-Oriented Programming
[NO] 1639/1881 | A Sea Surface Temperature Prediction Method Based on Spatiotemporal Scale Fusion and Multi-Factor Correlation Mining
[NO] 1640/1881 | Enhancing O-Band PAM Performance With a CNN At Equal Complexity to an FIR Filter
[NO] 1641/1881 | Glucose-Insulin System Dynamics in Type-I Diabetes Patient based on RO-TADF Approach
[NO] 1642/1881 | Primal-Dual iLQR for GPU-Accelerated Learning and Control in Legged Robots_supp1-3632610.mp4
[NO] 1643/1881 | AniMer+: Unified Pose and Shape Estimation Across Mammalia and Aves Via Family-Aware Transformer
[NO] 1644/1881 | Highly Sensitive Flexible Strain Sensing Systems Based on HfSe₂–Carbon Nanomaterial Composites for In Situ Tension Monitoring in Advanced Chain-Link Structural Interconnects
[NO] 1645/1881 | Computational Electro-optic Frequency Comb Spectroscopy
[NO] 1646/1881 | Modeling Coupled Epidemic-Information Dynamics via Reaction-Diffusion Processes on Multiplex Networks with Media and Mobility Effects_supp1-3632506.pdf
[NO] 1647/1881 | Bayesian Filtering of Biochemical Analyte Dynamics with Bacterial Sensors
[NO] 1648/1881 | Resilient Fusion Localization of Onboard Heterogeneous Sensors Against Random Disturbances and Covert GNSS Spoofing Attack
[NO] 1649/1881 | Flexible AirLink RF Coil: A Wireless Signal Enhancement Solution for MRI
[NO] 1650/1881 | Threat Modeling for O-RAN Cyber Risk
[NO] 1651/1881 | A Comprehensive Review of Transmission and Distribution Optimal Power Flow Problems for the Integration of Distributed Energy Resources
[NO] 1652/1881 | Bio-inspired Algorithm for the Tuning of a GPI Controller Implemented in a Solanum tuberosum Crop Inspector Robot
[NO] 1653/1881 | Multi-Robot Systems: Shared Understanding of the Unknown Environment Through Swarm SLAM
[NO] 1654/1881 | Intelligent Wind Power Forecasting Using Deep Learning and Big Data Technologies
[NO] 1655/1881 | Adaptive Control of Unmanned Surface Vehicles in Dynamic Marine Environments with Time-Varying Parameter Estimation
[NO] 1656/1881 | A Low Noise Signal Conditioning Circuit for Neural Signal Acquisition
[NO] 1657/1881 | High-Entropy LFSR-Based Random Number Generator (RNG) for Hardware Security
[NO] 1658/1881 | Evaluating Representative Days Selection for Capacity Planning with Variable Renewable Options
[NO] 1659/1881 | Prototype of a Serious Game to Teach the Specification of Flexible Non-Functional Requirements
[NO] 1660/1881 | Performance Evaluation of MAGIC-ReRAM Arithmetic Circuits for Low-Latency In-Memory Computing
