[2025-12-10 15:34:53] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-09
正在获取论文...
[arXiv] 2025-12-09 | Identifying counterfactual probabilities using bivariate distributions and uplift modeling
[NO] 1351/1810 | Formal Modeling of Concurrent State Machine Diagrams using NuSMV
[NO] 1352/1810 | Layer-by-Layer Toolpath Simulation for Error Detection and Correction during Live 3D Printing
[NO] 1353/1810 | Stress Monitoring in the Era of AI Boom - Where Should We Begin?
[NO] 1354/1810 | DISCOV.ER: Digital Twin and Citizen Science for the Sustainability of Areas of Natural and Tourist Interest
[NO] 1355/1810 | Delegated Authority and Algorithmic Power. A Rapid Review of Ethical Issues in AI-Based Educational Assessment
[NO] 1356/1810 | Extracting Commonsense Knowledge for Robotic Agents from LLMs
[NO] 1357/1810 | Capturing Symbolic Knowledge of Constraints and Incompleteness to Guide Inductive Learning in Neuro-Symbolic Knowledge Graph Completion
[NO] 1358/1810 | Design and Implementation of Traffic Police Gesture Recognition System Based on Computer Vision and LSTM
[NO] 1359/1810 | Prototype of a hybrid biosignal acquisition system integrating and optical electrode and fNIRS-based oximeter
[NO] 1360/1810 | CrammedBERTurk: Pretraining/Finetuning a New Language Model for Turkish Question Answering on Limited Budget
[NO] 1361/1810 | FiberDrops Gradient: A Tubular System for Visual Color Gradients via Droplet Density Control
[NO] 1362/1810 | A Noninvasive Monitoring Method for Uniformity of Pressure Distribution on the Chip Surface in Single-Chip Press-Pack IGBTs With Turn-Off
                    <i>v</i>
                    <sub>CE</sub>
[NO] 1363/1810 | Blockchain-assisted Multi-user Searchable Encryption with Trapdoor Unlinkability for IIoT
[NO] 1364/1810 | Hybrid Performance Bounds for Lie Group and Integer Parameters: Application to GNSS Attitude Estimation
[NO] 1365/1810 | MaskSense: Motion-Robust Dynamic IBI Estimation Via Deep RF Masked Learning
[YES] 1366/1810 | CAHLS: Source-to-Source Transformation to Generate Cycle Accurate Models for High-Level Synthesis
[NO] 1367/1810 | Hermes: An FPGA-based NTT Accelerator Supporting Various Lengths for HHE
[NO] 1368/1810 | Morphological Manipulation of Particle Cluster Using Ultrasonic Phased Array System and Microscopic Vision_supp1-3641454.mp4
[NO] 1369/1810 | Author Index
[NO] 1370/1810 | A Look Back
[NO] 1371/1810 | Low-Complexity Circular-Based SSBI Extraction for 200-Gb/s Direct Detection Transmission With Skew-Enabled VSB Modulation Over 80 km
[NO] 1372/1810 | Study on Thermal Decay of Braking Torque Novel Fully Water-cooled Eddy Current Brakes under Extreme Conditions
[NO] 1373/1810 | Inter-Turn Short Circuit Fault Detection and Diagnosis in Permanent Magnet Synchronous Motors Using Interactive Multiple Model Strategy
[NO] 1374/1810 | IEEE IT Professionals Call for Articles
[NO] 1375/1810 | Integrating Split-Window and Temperature-Emissivity Separation Algorithms for Hourly Land Surface Temperature Retrieval from GOES-16 ABI Data
[NO] 1376/1810 | A Study on Electromagnetic Diffraction of Slotted Conductive Strips Using the Subdomain Method
[NO] 1377/1810 | Graph Attention Networks for Detecting Epilepsy from EEG Signals Using Accessible Hardware in Low-Resource Settings
[NO] 1378/1810 | DynoSAM: Open-Source Smoothing and Mapping Framework for Dynamic SLAM
[NO] 1379/1810 | A Cable-Driven Soft Robotic Hand With an In-Hand RGB-D Camera for Dexterous Grasping and Manipulation
[NO] 1380/1810 | Table of Contents
[NO] 1381/1810 | ICECE 2025 Copyright Page
[NO] 1382/1810 | An Analogue Counter Using Memristor for Single Photon Detectors
[NO] 1383/1810 | Multimodal Motion Magnetically Actuated Microrobot Based on Heterogeneous Magnetization Design
[NO] 1384/1810 | Extended Charge-Pump Pulser for Bipolar 5-Level Operations in Medical Ultrasound
[YES] 1385/1810 | CORA-OpAmp: A Compact Open-Source Reinforcement-Learning Approach for Operational Amplifier Optimization in IHP SG13G2
[NO] 1386/1810 | Evaluating Electric Charge Variation Sensors for Camera-free Eye Tracking on Smart Glasses
[NO] 1387/1810 | Quantum Federated Learning Based Power System Stability Assessment: A Noise Robust Approach
[NO] 1388/1810 | Comparison of Static, Dynamic, and Stochastic Economic Dispatch Models
[NO] 1389/1810 | A Realistic Cyber-Physical Power System Testbed and Use Case of an AMI Mesh Network
[NO] 1390/1810 | Analysis and Simulation Verification of Locust Jump-Flying Motion
[NO] 1391/1810 | Influence of Precursor Milling Time on the Photocatalytic Performance of ZnO Thin Films in Methylene Blue Degradation
[YES] 1392/1810 | Using Automatic Code Generation to Streamline the Real-Time FPGA Deployment of DNNs at the Edge
[NO] 1393/1810 | Grid Strength Metrics Comparison for Voltage and Frequency Stability Study
[NO] 1394/1810 | A Secure and Lightweight Deduplication Encryption Scheme for Edge-Assisted AIoT
[NO] 1395/1810 | Graph-Based Attention Mechanisms for Solving the AC Optimal Power Flow Problem in Electrical Power Networks
[NO] 1396/1810 | Integrated Communication Protocols for Substation Automation: HiL Validation of IEC 61850, IEEE C37.118 and IEC 60870-5-104
[NO] 1397/1810 | To Be Forgotten
[NO] 1398/1810 | FetchFlare: An Open-Source Strided Data Prefetcher for High-Performance Cache Hierarchies
[NO] 1399/1810 | Viability of Green Ammonia Production in an Islanded Microgrid
[NO] 1400/1810 | An Analytical Approach for Designing Passive Matching Networks
[NO] 1401/1810 | Retrofitting Grid-Following IBRs for Better Fault Ride-Through
[NO] 1402/1810 | Battery Parameter Calibration Using EKF and UKF for Equivalent Circuit Model
[YES] 1403/1810 | Modular 1 Gbps Hardware TCP/IP FPGA Readout for MPGD Applications with APV25
[NO] 1404/1810 | PING: Physics-Informed Graph Neural Networks to Generalize False Data Injection Attack Localization in Power Grids
[NO] 1405/1810 | Offline Vehicle Tracking System Using GPS, GSM and Android
[NO] 1406/1810 | Motion AutoStyling via Seperable Modelling of Posing and Dynamic LoRAs
[NO] 1407/1810 | Aeration Process Modeling and Simulation based on Fuzzy Controller used in VR teaching Platform of Rural Sewage Treatment System
[NO] 1408/1810 | Lost in the Interface: How Structured UI Complexity Challenges Large Vision Language Models in Games
[NO] 1409/1810 | Creating GPU Kernels for Expression Trees Generated at Runtime with RandomArt
[NO] 1410/1810 | Parameter Averaging in Link Prediction
[NO] 1411/1810 | Natural Language Interaction for Editing Visual Knowledge Graphs
[NO] 1412/1810 | Elastic MIG Reconfiguration with PCIe-Aware Placement for Multi-Tenant GPUs
[NO] 1413/1810 | Adaptive Ultrasonic Total Focusing Method for Imaging of Bolts with Concave End Faces
[NO] 1414/1810 | Revisiting Large Neighborhood Search with On-the-Fly Charging Station Insertion for the Electric Autonomous Dial-a-Ride Problem
[NO] 1415/1810 | Enchanted Touch: Delivering Vibrotactile and Thermal Feedback Without Fingerpad Contact
[NO] 1416/1810 | Bridging Analytics and Interoperability: A Standardized Digital Twin Solution for Enhanced Enterprise Resource Planning
[NO] 1417/1810 | Development and Evaluation of an Ice-Embedded Irradiance Profiler for Seasonally Measuring Solar Irradiance Distribution Within Sea Ice
[NO] 1418/1810 | Interference-Avoidance and Low-Latency Cross-Layer Multipath Routing for Underwater Acoustic Communication Networks
[NO] 1419/1810 | Editorial: A New Chapter After Ten Years
[NO] 1420/1810 | High-transmittance single-mode optical nanofibers in the full visible spectral range
[NO] 1421/1810 | A Chain-Type Magnetic Wheeled Robot for In-Situ Inspection of Integrated Pipeline-Valve-Vessel Systems_supp2-3630272.mp4
[NO] 1422/1810 | Annealing Processing System Capable of Simultaneous Updates of All Spins Using Transition-Based Multi-State Spin
[NO] 1423/1810 | Synthesis-Aided Design of Strictly Inline MEMS Planar Filters With Flexible Transmission Zeros
[NO] 1424/1810 | Collaborative Localization Using Multiple UAVs: A Deep Denoising Autoencoder-Based Data Compression Approach
[NO] 1425/1810 | Optimal Placement of Capacitors in Electrical Networks with Renewable Energy Sources to Improve Power Quality and Reduce Costs
[NO] 1426/1810 | MHNet: A Multi-Head GNN Architecture for Efficient Network Modelling
[NO] 1427/1810 | Taylor Weighting Method of Curved Sources and Its Applications to Conformal Arrays
[NO] 1428/1810 | An FPGA Architecture for Authentication and Key Agreement Protocol for 5G Networks
[NO] 1429/1810 | SEP-YOLO: A Multifaceted and Unified Algorithm for Comprehensive Classroom Behavior Recognition in Normal Lecture Recordings
[NO] 1430/1810 | Prompt-based Semantic Communication with Large Language Models (LLMs)
[NO] 1431/1810 | Musculoskeletal Model Analysis for Underwater Assist Suit for Elbow Joint
[YES] 1432/1810 | Unraveling Parallelism in Automated Workload Modeling for Distributed Cyber-Physical Systems
[NO] 1433/1810 | Control of PV-Hydrogen System Using Inverter-Based Architecture for Clean Energy Transition with DSP TMS320F28379D
[NO] 1434/1810 | Path Duration-Aware Service Request Routing in Space-Terrestrial Integrated Networks
[NO] 1435/1810 | Evict+Spec+Time on RISC-V: Gem5-Based Implementation and Microarchitectural Analysis
[NO] 1436/1810 | False Data Injection Detection in AC Power Systems Using ST-LSTM under Temporal and Spatial Distribution Shifts
[NO] 1437/1810 | Characterizing Malware Behaviors through Deep Feature Profiling
[NO] 1438/1810 | Unmasking Deepfakes: Impacts, Detection Challenges, and Responsible Response
[NO] 1439/1810 | High-Performance Pipelined NTT Accelerators with Homogeneous Digit-Serial Modulo Arithmetic
[NO] 1440/1810 | A Study on Performativity of Information Technologies
[NO] 1441/1810 | CFD-Driven Hydrodynamic Modeling and Model Predictive Control for Path Following of a Turtle-Inspired Biomimetic Robot
[NO] 1442/1810 | Data-Driven Modeling of Temporal Dynamics Using Machine Learning: Application to Gas Turbine Generators
[NO] 1443/1810 | Neural Architecture Search for Over-the-Air Telecommunication Signal Classification
[NO] 1444/1810 | Contactless Droplet Mixing Based on Acoustic Tweezer
[NO] 1445/1810 | Dynamic Reactive Power Control of Modular Multi-Level Converter based STATCOM for High Penetration of Variable Renewable Energy Sources
[NO] 1446/1810 | A Numerical Comparison of a Novel Postprocessing Technique and 4-LSB Extraction Based on a Chaotic Laser Source
[YES] 1447/1810 | Application of Artificial Intelligence for Enhancing Travel Preparedness
[NO] 1448/1810 | The Growing Adoption of Electric Vehicles in New York State: Scenario-Based Future Annual and Diurnal Demand Across the NYISO Transmission Grid
[NO] 1449/1810 | EssenceGuard: A Multi-Stage Framework for Enhancing Security in Large Language Models through Essence Analysis
[NO] 1450/1810 | Quantum-Inspired Integer PSO for Graph Modeling of Electric Power Transmission Networks
[NO] 1451/1810 | Assessment of SMR Load-Following Capabilities Leveraging Hybrid Deep Learning-Based Forecasted Load Demand Profiles
[NO] 1452/1810 | Internet of Energy (IoE): a Literature Review Study
[NO] 1453/1810 | A 1- to 5-Gb/s Adaptive Equalizer with Window-Specified Counter-Based Adaptation Method
[NO] 1454/1810 | Electrical and Optical Characterization of Sputtered and Annealed ZnO/Ag Structures for TCO Applications
[NO] 1455/1810 | Strategic Green Innovation for Sustainable Business Models in Emerging Economies: Framework and Case-Based Insights
[NO] 1456/1810 | Accelerating Stochastic Unit Commitment with Multifidelity Scenario Bundling
[NO] 1457/1810 | Multi-Interval Security-Constrained Optimal Power Flow Using an Enhanced Kalman Filtering Technique for Dynamic Line Rating
[NO] 1458/1810 | Any Girl Can Be Glamorous: Recasting a Woman’s Legacy of Science History in Haunted Media.
[NO] 1459/1810 | Artist-in-the-Loop AI Animation: Real-Time Control and Synthesis with AnimHost
[NO] 1460/1810 | Biologically Driven Coral Growth Reconstruction
[NO] 1461/1810 | Intelligent Healthcare Navigation: Personalized Path Planning with Patient Condition and Environmental Awareness
[NO] 1462/1810 | Intelligent Safety Management and Early Warning System Based on Digital-Physical Fusion for High-Voltage Test Sites
[NO] 1463/1810 | TrustFuse: A Fusion Testbed for Uncertain Knowledge Reconciliation
[NO] 1464/1810 | Minimizing Hyperbolic Embedding Distortion with LLM-Guided Hierarchy Restructuring
[NO] 1465/1810 | Hidden Neuron Activation Analysis on Labeled Text Data
[NO] 1466/1810 | Usability Assessment of a Mobile Application for Promoting Adherence to Speed Limits
[NO] 1467/1810 | Design and Stabilization of Uncertain T-S Fuzzy Systems via Fuzzy Controller and Fuzzy Observer
[NO] 1468/1810 | Advanced Clustering with High Resolution in Photovoltaic Systems and its Impact on Prediction Models
[NO] 1469/1810 | A New Public Key Encryption with Keyword Search Against Side Channel Attacks
[NO] 1470/1810 | Linear State Estimation in Presence of Bounded Uncertainties: A Comparative Analysis
[NO] 1471/1810 | Quantum SVM Algorithms for Efficient Defense Against Gradient-Based Adversarial Attacks
[NO] 1472/1810 | A Reconfigurable Co-Simulation Framework for Dynamical Analysis of Grid-Connected Wave Energy Converters
[NO] 1473/1810 | Balancing Resilience and Resource Allocation in Microgrids
[NO] 1474/1810 | Blind Source Separation for Visible Light Communication Using Gaussian Smoothing and Simplified Cost Function
[NO] 1475/1810 | Analysis of the Determinants of Spectator and Visualization of Regional Distribution in the Japan Men’s Handball League
[NO] 1476/1810 | An Improved AI-Based Micro-Single-Event-Latchup (Micro-SEL) and SEL Detection in a COTS System Against R/C/L-Induced (Power Management) Distortions
[NO] 1477/1810 | A Hybrid Approach Using CNN Feature Extraction and SVM/XGBoost for Lung Nodule Classification
[NO] 1478/1810 | Straight-Leg Walking and Standing on Complex Terrains with Reinforcement Learning
[NO] 1479/1810 | A Model for the Scheduling of Commercial eVTOL Flights Considering Grid Restrictions
[NO] 1480/1810 | A Leaping Spider-Inspired Soft Bionic Actuator for Amphibious Movement Robots
[NO] 1481/1810 | AI’s Appetite for Energy: How Data Centers Are Affecting the Environment
[NO] 1482/1810 | Contingency-Aware Transmission Flow Modeling for Corrective Security-Constrained Unit Commitment
[NO] 1483/1810 | Detecting Applicant Dropout in Job Applications: A Data-Driven ML Framework
[NO] 1484/1810 | Toward Resilient Distributed Systems: A Survey of Failure Prediction
[NO] 1485/1810 | Nonlinear Oscillators with Linear Solutions
[NO] 1486/1810 | Integrating Reinforcement Learning and Game Theory for Strategic Decision-Making in Cancer Therapy
[NO] 1487/1810 | Unlocking Private Computation at Scale: The Acceleration of Homomorphic Encryption
[NO] 1488/1810 | Call for Papers
[NO] 1489/1810 | Enhancing Hierarchical Reinforcement Learning with Symbolic Planning for Long-Horizon Tasks_supp1-3641255.mp4
[NO] 1490/1810 | DAR
                    <sup>2</sup>
                    A-Net: Pixelwise Distance Aware Recurrent Residual Attention Net for Efficient Hyperspectral Change Detection
[NO] 1491/1810 | Cooperative Beamforming for Covert Communications in MIMO Interference Channels
[NO] 1492/1810 | AutoMOCHA: Automated Adaptation Hierarchy for Mobile Video Analytics Against Domain Shifts
[NO] 1493/1810 | Precision-Specific Efficient Designs and FPGA Implementation of Sigmoid for Machine Learning
[NO] 1494/1810 | A Pattern-Dependent Pulse Filtering Technique for Low-Jitter Injection-Locked CDR in 28-nm CMOS
